Date,Ticker,Open,High,Low,Close,Volume
2024-02-15 14:30:00+00:00,SNPS,567.1400146484375,568.5968017578125,556.89990234375,556.9450073242188,142542
2024-02-15 14:30:00+00:00,TXN,158.89999389648438,160.57000732421875,158.89999389648438,160.1300048828125,480982
2024-02-15 14:30:00+00:00,NXPI,235.4199981689453,238.1300048828125,234.7949981689453,235.89999389648438,264395
2024-02-15 14:30:00+00:00,TSM,130.8000030517578,131.1300048828125,129.0,129.0399932861328,4005090
2024-02-15 14:30:00+00:00,AMD,179.13999938964844,180.5,176.0500030517578,176.8000030517578,16725359
2024-02-15 14:30:00+00:00,MPWR,748.6099853515625,749.989990234375,728.8900146484375,734.0999755859375,79639
2024-02-15 14:30:00+00:00,MCHP,81.08000183105469,81.75499725341797,80.80999755859375,81.2300033569336,1647719
2024-02-15 14:30:00+00:00,KLAC,655.0,658.989990234375,650.5001220703125,651.77001953125,109214
2024-02-15 14:30:00+00:00,ASML,929.0800170898438,931.1649780273438,919.3400268554688,922.5700073242188,173600
2024-02-15 14:30:00+00:00,AMAT,189.0,189.47000122070312,186.3800048828125,186.90499877929688,1471301
2024-02-15 14:30:00+00:00,MRVL,68.5,68.68000030517578,66.55999755859375,66.83000183105469,3395163
2024-02-15 14:30:00+00:00,ADI,187.77999877929688,189.3300018310547,187.48680114746094,187.83999633789062,270181
2024-02-15 14:30:00+00:00,CDNS,302.3699951171875,303.3299865722656,294.9150085449219,295.6600036621094,348833
2024-02-15 14:30:00+00:00,MU,82.23999786376953,82.70999908447266,81.9000015258789,82.05999755859375,2495555
2024-02-15 14:30:00+00:00,INTC,44.755001068115234,45.27000045776367,44.61000061035156,44.86119842529297,10200575
2024-02-15 14:30:00+00:00,NVDA,73.86900329589844,73.9749984741211,72.4000015258789,73.06999969482422,14569301
2024-02-15 14:30:00+00:00,ARM,131.0,133.95989990234375,125.10009765625,126.8499984741211,10369811
2024-02-15 14:30:00+00:00,QCOM,155.0,157.1699981689453,154.48500061035156,156.3300018310547,2598768
